!
! SUPPLEMENTARY MATERIAL
!
! KINETIC STUDY FOR PLASMA ASSISTED CRACKING OF NH3: APPROACHES AND CHALLENGES
! SEUNGHWAN BANG(‡), RAMSES SNOECKX(‡) AND MIN SUK CHA (*)
! KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY (KAUST), CLEAN COMBUSTION RESEARCH CENTER (CCRC), PHYSICAL SCIENCE AND ENGINEERING DIVISION (PSE), THUWAL 23955, SAUDI ARABIA
! (‡)THESE AUTHORS CONTRIBUTED EQUALLY
! (*)CORRESPONDING AUTHOR: MINSUK.CHA@KAUST.EDU.SA
!
!
! Compiled by Bang S. 2022
!

ELASTIC
N2 -> N2
 1.950000e-5
SPECIES: e / N2
PROCESS: E + N2 -> E + N2, Elastic
PARAM.:  m/M = 0.0000195, complete set
COMMENT: elastic MOMENTUM-TRANSFER CROSS SECTION.
UPDATED: 2012-10-11 09:34:55
COLUMNS: Energy (eV) | Cross section (m2)
-----------------------------
 1.000000e-4	1.145700e-20
 3.514217e-2	3.671700e-20
 7.151931e-2	5.147100e-20
 1.091748e-1	6.179400e-20
 1.481536e-1	7.060000e-20
 1.885022e-1	7.721800e-20
 2.302688e-1	8.263200e-20
 2.735031e-1	8.735000e-20
 3.182567e-1	9.127800e-20
 3.645831e-1	9.452100e-20
 4.125375e-1	9.775200e-20
 4.621772e-1	1.007300e-19
 5.135612e-1	1.038100e-19
 5.667511e-1	1.070100e-19
 6.218101e-1	1.097600e-19
 7.378008e-1	1.130700e-19
 1.065380e+0	1.096900e-19
 1.213095e+0	1.062400e-19
 1.540973e+0	1.123000e-19
 1.630268e+0	1.238000e-19
 1.722701e+0	1.414500e-19
 1.818383e+0	1.651500e-19
 1.917427e+0	1.893000e-19
 2.019952e+0	1.828100e-19
 2.126079e+0	2.016900e-19
 2.235937e+0	2.377500e-19
 2.349654e+0	1.930600e-19
 2.467369e+0	2.508800e-19
 2.589219e+0	1.835900e-19
 2.715352e+0	2.302500e-19
 2.845918e+0	1.782400e-19
 3.120975e+0	1.590000e-19
 3.265795e+0	1.384200e-19
 3.415704e+0	1.215500e-19
 3.570882e+0	1.111600e-19
 3.731513e+0	1.047400e-19
 3.897788e+0	1.000400e-19
 4.069907e+0	9.788100e-20
 4.248075e+0	9.503100e-20
 4.432503e+0	9.208000e-20
 4.821032e+0	8.971600e-20
 5.456542e+0	8.717400e-20
 5.918310e+0	8.532700e-20
 6.673615e+0	8.365300e-20
 8.120108e+0	8.200000e-20
 1.144515e+1	8.372300e-20
 2.138721e+1	8.161300e-20
 2.298833e+1	8.001200e-20
 2.470396e+1	7.829600e-20
 2.654229e+1	7.614900e-20
 2.851209e+1	7.378500e-20
 3.062278e+1	7.137700e-20
 3.288442e+1	6.911600e-20
 3.530781e+1	6.676000e-20
 3.790451e+1	6.473400e-20
 4.068694e+1	6.260500e-20
 4.366836e+1	6.045900e-20
 4.686301e+1	5.819600e-20
 4.854502e+1	5.701800e-20
 5.208844e+1	5.412000e-20
 5.588529e+1	5.070300e-20
 5.995369e+1	4.704200e-20
 6.431306e+1	4.398100e-20
 6.898420e+1	4.071100e-20
 7.398942e+1	3.800500e-20
 7.935261e+1	3.532400e-20
 8.217638e+1	3.391200e-20
 8.509938e+1	3.245000e-20
 8.812509e+1	3.093700e-20
 9.125714e+1	2.956000e-20
